English Name,Latin Name,Refl_file,Trans_file,Plant Type,N,C_a,C_b,C_ab,C_car,C_anth,EWT,LMA,SPAD,T660,T720,T840,T940,T1300
Silver linden,Tilia tomentosa,an03r0230.txt,an03t0230.txt,2,1.88,44.15,16.04,60.19,12.27,-999,0.0081,0.0072,50.1,0.0153,0.1856,0.3618,0.3663,0.2847
Silver linden,Tilia tomentosa,an03r0231.txt,an03t0231.txt,2,2.04,23.98,7.42,31.39,7.14,-999,0.007,0.0073,36.6,0.0298,0.2027,0.3445,0.3414,0.2603
Pin oak,Quercus palustris,an03r0232.txt,an03t0232.txt,2,1.31,40.04,14.28,54.32,10.67,-999,0.0061,0.0057,36.5,0.0428,0.2407,0.4328,0.4391,0.3506
Pin oak,Quercus palustris,an03r0233.txt,an03t0233.txt,2,1.26,34.86,12.64,47.5,9.97,-999,0.005,0.005,35.4,0.0449,0.2601,0.4366,0.4497,0.357
European privet,Ligustrum vulgare,an03r0234.txt,an03t0234.txt,2,2.05,40.45,12.24,52.69,13.62,-999,0.0185,0.0121,67.7,0.0058,0.1723,0.324,0.3446,0.2539
European privet,Ligustrum vulgare,an03r0235.txt,an03t0235.txt,2,2.06,15.03,4.83,19.87,4.84,-999,0.014,0.0064,33,0.0368,0.2339,0.3381,0.348,0.2489
Large gray willow,Salix atrocinerea,an03r0236.txt,an03t0236.txt,2,1.73,38.06,12.27,50.33,8.5,-999,0.0075,0.0069,46.4,0.0184,0.1863,0.3626,0.363,0.2793
Large gray willow,Salix atrocinerea,an03r0237.txt,an03t0237.txt,2,1.56,42.53,13.52,56.05,10.49,-999,0.0113,0.0084,47.4,0.0202,0.1908,0.3658,0.3707,0.2877
White poplar,Populus alba L.,an03r0238.txt,an03t0238.txt,2,2.71,41.76,15.38,57.14,12.29,-999,0.0089,0.0066,44.6,0.0163,0.1392,0.2757,0.2696,0.217
White poplar,Populus alba L.,an03r0239.txt,an03t0239.txt,2,2.69,43.54,17.61,61.15,11.74,-999,0.0089,0.0063,46.5,0.0151,0.144,0.2737,0.2795,0.2217
English ivy,Hedera helix 'Dentata Variegata',an03r0240.txt,an03t0240.txt,2,1.79,37.93,13.66,51.58,12.75,-999,0.0183,0.0098,55.9,0.0121,0.1784,0.3628,0.3615,0.267
English ivy,Hedera helix 'Dentata Variegata',an03r0241.txt,an03t0241.txt,2,1.9,1.01,0.74,1.75,0.68,-999,0.0157,0.0047,1.7,0.2471,0.338,0.361,0.3881,0.2905
Holly oak,Quercus ilex L.,an03r0242.txt,an03t0242.txt,2,2.43,40.76,14.47,55.23,10.85,-999,0.0127,0.015,51.3,0.0143,0.1415,0.319,0.3077,0.2349
Holly oak,Quercus ilex L.,an03r0243.txt,an03t0243.txt,2,2.41,39.92,14.68,54.6,10.18,-999,0.013,0.015,50.8,0.0126,0.1413,0.2825,0.2969,0.2242
Leatherleaf arrowwood,Viburnum rhytidophyllum,an03r0244.txt,an03t0244.txt,2,2.35,43.27,11.28,54.55,10.72,-999,0.0119,0.0092,54.2,0.012,0.1415,0.3108,0.298,0.2309
Leatherleaf arrowwood,Viburnum rhytidophyllum,an03r0245.txt,an03t0245.txt,2,2.16,36.38,10.21,46.59,9.49,-999,0.0126,0.0085,50.4,0.0138,0.1546,0.3235,0.3075,0.2352
Rhododendron calophytum,Rhododendron calophytum,an03r0246.txt,an03t0246.txt,2,2.02,49.64,16.6,66.23,14.44,-999,0.0155,0.0117,53.9,0.0112,0.1491,0.2941,0.3206,0.2428
Rhododendron calophytum,Rhododendron calophytum,an03r0247.txt,an03t0247.txt,2,2,38.74,13.63,52.37,10.95,-999,0.0158,0.0108,47.7,0.0163,0.1678,0.31,0.3309,0.2522
Sweetgum,Liquidambar styraciflua L.,an03r0248.txt,an03t0248.txt,2,1.54,27.96,8.93,36.89,9.7,-999,0.0105,0.0055,35.9,0.0371,0.2384,0.4135,0.4096,0.3158
Sweetgum,Liquidambar styraciflua L.,an03r0249.txt,an03t0249.txt,2,1.58,21.75,6.22,27.97,8.3,-999,0.0111,0.0078,31,0.0495,0.2502,0.3916,0.3885,0.3048
Wintercreeper,Euonymus fortunei 'Silver Queen',an03r0250.txt,an03t0250.txt,2,1.57,0.85,0.48,1.33,2.35,-999,0.0166,0.0033,0.9,0.2545,0.3423,0.4086,0.4023,0.3061
Wintercreeper,Euonymus fortunei 'Silver Queen',an03r0251.txt,an03t0251.txt,2,1.54,8.71,1.52,10.23,2.84,-999,0.0169,0.0036,14.1,0.1215,0.3244,0.3924,0.4077,0.3113
Wintercreeper,Euonymus fortunei 'Emerald'n' Gold',an03r0252.txt,an03t0252.txt,2,1.67,28.36,9.26,37.62,8.01,-999,0.0167,0.0046,39.6,0.0247,0.2186,0.3852,0.385,0.2907
Wintercreeper,Euonymus fortunei Hand.-Mazz ,an03r0253.txt,an03t0253.txt,2,1.83,20.69,6.3,26.98,7.71,-999,0.0217,0.0071,35,0.035,0.2407,0.3515,0.3669,0.2725
Wintercreeper,Euonymus fortunei 'Ovatus Aureus' ,an03r0254.txt,an03t0254.txt,2,1.93,0.41,0.51,0.92,0.67,-999,0.0157,0.0058,-999,0.3179,0.3185,0.3573,0.3628,0.27
Wintercreeper,Euonymus fortunei 'Ovatus Aureus',an03r0255.txt,an03t0255.txt,2,2.02,34.8,10.79,45.59,10.8,-999,0.015,0.0083,66.1,0.0085,0.17,0.332,0.3475,0.2587
Sycamore maple,Acer pseudoplatanus L.,an03r0256.txt,an03t0256.txt,2,1.67,22.53,6.9,29.43,7.78,-999,0.0109,0.0036,-999,-999,-999,-999,-999,-999
Geranium,Geranium,an03r0257.txt,an03t0257.txt,2,1.78,0.99,0.3,1.29,0.06,-999,0.0179,0.0018,46.7,0.0177,0.2082,0.3566,0.368,0.2806
Variegated boxelder,Acer negundo 'Variegatum',an03r0258.txt,an03t0258.txt,2,1.2,0.72,0.83,1.56,0.04,-999,0.0084,0.0022,-999,0.368,0.4064,0.4546,0.4599,0.3699
Variegated boxelder,Acer negundo 'Variegatum',an03r0259.txt,an03t0259.txt,2,1.22,20.39,6.56,26.96,8.04,-999,0.0108,0.0042,33.3,0.043,0.2381,0.4043,0.4125,0.3235
European smoketree,Cotinus coggygria ,an03r0260.txt,an03t0260.txt,2,1.71,29.56,9.02,38.58,12.01,-999,0.0115,0.0092,46.8,0.0179,0.1879,0.3669,0.3704,0.2835
Judas-tree,Cercis siliquastrum,an03r0261.txt,an03t0261.txt,2,1.45,24.42,7.06,31.48,9.23,-999,0.0114,0.0058,31.8,0.043,0.2349,0.4121,0.412,0.323
Judas-tree,Cercis siliquastrum ,an03r0262.txt,an03t0262.txt,2,1.42,17.75,5.3,23.05,6.91,-999,0.0124,0.0056,24.9,0.069,0.283,0.4116,0.4254,0.3349
Beautyberry,Calicarpa bodinieri,an03r0263.txt,an03t0263.txt,2,1.46,11.07,4.09,15.16,5.83,-999,0.0129,0.0072,20.4,0.0947,0.2835,0.4006,0.3961,0.3061
Beautyberry,Calicarpa bodinieri,an03r0264.txt,an03t0264.txt,2,1.56,15.38,5.93,21.31,7.68,-999,0.0112,0.0071,26.9,0.064,0.265,0.3856,0.39,0.3
Common lilac,Syringa vulgaris L.,an03r0265.txt,an03t0265.txt,2,1.56,47.3,15.63,62.93,15.39,-999,0.0146,0.0084,50.6,0.0164,0.1996,0.3948,0.4,0.305
Common lilac,Syringa vulgaris L.,an03r0266.txt,an03t0266.txt,2,1.62,41.05,14.62,55.67,12.71,-999,0.0132,0.0072,48,0.018,0.2055,0.3872,0.3944,0.3005
Cider gum,Eucalyptus gunnii,an03r0267.txt,an03t0267.txt,2,1.41,31.63,12.27,43.9,11.25,-999,0.026,0.0112,38.2,0.0316,0.2363,0.4166,0.4152,0.3053
Cider gum,Eucalyptus gunnii,an03r0268.txt,an03t0268.txt,2,1.46,31.81,12,43.8,11.19,-999,0.0264,0.011,36.7,0.033,0.2329,0.4149,0.4117,0.3023
English holly,Ilex aquifolium 'Golden Milkboy',an03r0269.txt,an03t0269.txt,2,2,1.75,0.61,2.36,0.76,-999,0.0259,0.0089,81,0.003,0.1042,0.2956,0.28,0.2003
English holly,Ilex aquifolium 'Golden Milkboy',an03r0270.txt,an03t0270.txt,2,2.22,64.9,22.7,87.6,20.77,-999,0.0287,0.0189,0.6,0.3032,0.3098,0.356,0.3463,0.2491
Holly osmanthus,Osmanthus heterophyllus,an03r0271.txt,an03t0271.txt,2,2.36,26.16,10.95,37.11,9.13,-999,0.0337,0.0331,56.2,0.0077,0.1461,0.2678,0.2623,0.1761
Holly osmanthus,Osmanthus heterophyllus,an03r0272.txt,an03t0272.txt,2,2.48,24.88,11.58,36.46,7.86,-999,0.034,0.0326,56.4,0.0076,0.1486,0.2399,0.2477,0.1742
Hortensia ,Hydrangea macrophylla cv ,an03r0273.txt,an03t0273.txt,2,1.56,18.88,8.4,27.28,5.61,-999,0.018,0.0017,28.8,0.0485,0.2461,0.398,0.3896,0.2912
Hortensia ,Hydrangea macrophylla cv ,an03r0274.txt,an03t0274.txt,2,1.64,32.3,13.99,46.29,9.1,-999,0.0261,0.0034,44.4,0.0201,0.198,0.3791,0.3694,0.2699
Weigela florida,Weigela florida 'Foliis Purpureis',an03r0275.txt,an03t0275.txt,2,1.97,23.82,8.26,32.08,9.14,-999,0.0215,0.0081,35.6,0.0359,0.2078,0.3471,0.3439,0.2535
Weigela florida,Weigela florida 'Foliis Purpureis',an03r0276.txt,an03t0276.txt,2,1.94,21.34,7.88,29.22,6.97,-999,0.0188,0.0091,37.5,0.0282,0.1977,0.3203,0.3268,0.2413
